Row_ID;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country_Region;City;State_Province;Postal_Code;Region;Product_ID;Category;Sub_Category;Product_Name;Sales;Quantity;Discount;Profit
43;US-2019-146591;2019-01-19;2019-01-20;First Class;TS-21340;Toby Swindell;Consumer;United States;Scottsdale;Arizona;85254;West;OFF-PA-10000659;Office Supplies;Paper;TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page;56.063999176025391;4;0.20000000298023224;19.622400283813477
44;US-2019-147627;2019-01-20;2019-01-26;Standard Class;HL-15040;Hunter Lopez;Consumer;United States;Jonesboro;Arkansas;72401;South;FUR-CH-10002331;Furniture;Chairs;Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms;1067.93994140625;3;0;224.26739501953125
45;US-2019-167927;2019-01-20;2019-01-26;Standard Class;XP-21865;Xylona Preis;Consumer;United States;Westland;Michigan;48185;Central;FUR-FU-10002268;Furniture;Furnishings;Ultra Door Push Plate;14.729999542236328;3;0;4.8608999252319336
46;US-2019-167927;2019-01-20;2019-01-26;Standard Class;XP-21865;Xylona Preis;Consumer;United States;Westland;Michigan;48185;Central;FUR-FU-10002918;Furniture;Furnishings;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;272.94000244140625;3;0;30.023399353027344
47;US-2019-147627;2019-01-20;2019-01-26;Standard Class;HL-15040;Hunter Lopez;Consumer;United States;Jonesboro;Arkansas;72401;South;FUR-FU-10003194;Furniture;Furnishings;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;38.599998474121094;4;0;11.579999923706055
48;US-2019-148614;2019-01-20;2019-01-25;Standard Class;MV-17485;Mark Van Huff;Consumer;United States;Los Angeles;California;90049;West;FUR-FU-10003194;Furniture;Furnishings;Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak;19.299999237060547;2;0;5.7899999618530273
49;US-2019-167927;2019-01-20;2019-01-26;Standard Class;XP-21865;Xylona Preis;Consumer;United States;Westland;Michigan;48185;Central;OFF-AP-10002311;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;247.71600341796875;4;0.10000000149011612;93.581596374511719
50;US-2019-147627;2019-01-20;2019-01-26;Standard Class;HL-15040;Hunter Lopez;Consumer;United States;Jonesboro;Arkansas;72401;South;OFF-AR-10002375;Office Supplies;Art;Newell 351;22.959999084472656;7;0;6.6584000587463379
51;US-2019-147627;2019-01-20;2019-01-26;Standard Class;HL-15040;Hunter Lopez;Consumer;United States;Jonesboro;Arkansas;72401;South;OFF-AR-10003811;Office Supplies;Art;Newell 327;6.630000114440918;3;0;1.7900999784469604
52;US-2019-167927;2019-01-20;2019-01-26;Standard Class;XP-21865;Xylona Preis;Consumer;United States;Westland;Michigan;48185;Central;OFF-AR-10004456;Office Supplies;Art;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;43.919998168945313;3;0;12.736800193786621
53;US-2019-167927;2019-01-20;2019-01-26;Standard Class;XP-21865;Xylona Preis;Consumer;United States;Westland;Michigan;48185;Central;OFF-BI-10000605;Office Supplies;Binders;Acco Pressboard Covers with Storage Hooks, 9 1/2" x 11", Executive Red;19.049999237060547;5;0;8.9534997940063477
54;US-2019-147774;2019-01-20;2019-01-26;Standard Class;MM-18280;Muhammed MacIntyre;Corporate;United States;Smyrna;Tennessee;37167;South;OFF-BI-10003091;Office Supplies;Binders;GBC DocuBind TL200 Manual Binding Machine;67.194000244140625;1;0.69999998807907104;-51.515399932861328
55;US-2019-167927;2019-01-20;2019-01-26;Standard Class;XP-21865;Xylona Preis;Consumer;United States;Westland;Michigan;48185;Central;OFF-BI-10004364;Office Supplies;Binders;Storex Dura Pro Binders;29.700000762939453;5;0;13.364999771118164
56;US-2019-147627;2019-01-20;2019-01-26;Standard Class;HL-15040;Hunter Lopez;Consumer;United States;Jonesboro;Arkansas;72401;South;OFF-EN-10001539;Office Supplies;Envelopes;Staple envelope;23.340000152587891;3;0;10.969799995422363
57;US-2019-148614;2019-01-20;2019-01-25;Standard Class;MV-17485;Mark Van Huff;Consumer;United States;Los Angeles;California;90049;West;OFF-PA-10002893;Office Supplies;Paper;Wirebound Service Call Books, 5 1/2" x 4";19.360000610351563;2;0;9.2927999496459961
58;US-2019-167927;2019-01-20;2019-01-26;Standard Class;XP-21865;Xylona Preis;Consumer;United States;Westland;Michigan;48185;Central;OFF-ST-10000760;Office Supplies;Storage;Eldon Fold 'N Roll Cart System;13.979999542236328;1;0;4.0542001724243164
59;US-2019-167927;2019-01-20;2019-01-26;Standard Class;XP-21865;Xylona Preis;Consumer;United States;Westland;Michigan;48185;Central;OFF-ST-10003123;Office Supplies;Storage;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;66.580001831054688;2;0;15.97920036315918
60;US-2019-147627;2019-01-20;2019-01-26;Standard Class;HL-15040;Hunter Lopez;Consumer;United States;Jonesboro;Arkansas;72401;South;TEC-PH-10001061;Technology;Phones;Apple iPhone 5C;699.92999267578125;7;0;181.98179626464844
61;US-2019-110422;2019-01-21;2019-01-23;Second Class;TB-21400;Tom Boeckenhauer;Consumer;United States;Miami;Florida;33180;South;FUR-FU-10001889;Furniture;Furnishings;Ultra Door Pull Handle;25.24799919128418;3;0.20000000298023224;4.1027998924255371
62;CA-2019-115238;2019-01-21;2019-01-24;Standard Class;JW-15220;Jane Waco;Corporate;Canada;Toronto;Ontario;M7A;East;FUR-FU-10001025;Furniture;Furnishings;Eldon Imàge Series Desk Accessories, Clear;24.299999237060547;5;0;10.449999809265137
63;CA-2019-115238;2019-01-21;2019-01-24;Standard Class;JW-15220;Jane Waco;Corporate;Canada;Toronto;Ontario;M7A;East;FUR-FU-10002445;Furniture;Furnishings;DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7;9.4799995422363281;1;0;3.7899999618530273
64;CA-2019-115238;2019-01-21;2019-01-24;Standard Class;JW-15220;Jane Waco;Corporate;Canada;Toronto;Ontario;M7A;East;FUR-FU-10002960;Furniture;Furnishings;Eldon 200 Class Desk Accessories, Burgundy;31.399999618530273;5;0;13.189999580383301
65;CA-2019-115238;2019-01-21;2019-01-24;Standard Class;JW-15220;Jane Waco;Corporate;Canada;Toronto;Ontario;M7A;East;OFF-PA-10002689;Office Supplies;Paper;Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright);6.4800000190734863;1;0;3.1099998950958252
66;CA-2019-115238;2019-01-21;2019-01-24;Standard Class;JW-15220;Jane Waco;Corporate;Canada;Toronto;Ontario;M7A;East;TEC-PH-10001300;Technology;Phones;iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4;209.5;10;0;58.659999847412109
67;US-2019-146997;2019-01-23;2019-01-27;Standard Class;SG-20605;Speros Goranitis;Consumer;United States;Lafayette;Indiana;47905;Central;OFF-FA-10003467;Office Supplies;Fasteners;Alliance Big Bands Rubber Bands, 12/Pack;5.940000057220459;3;0;0
68;US-2019-102645;2019-01-23;2019-01-28;Standard Class;IM-15055;Ionia McGrath;Consumer;United States;Las Vegas;Nevada;89115;West;OFF-PA-10001804;Office Supplies;Paper;Xerox 195;40.080001831054688;6;0;19.238399505615234
69;US-2019-167997;2019-01-26;2019-01-29;First Class;CA-11965;Carol Adams;Corporate;United States;Rapid City;South Dakota;57701;Central;FUR-BO-10004409;Furniture;Bookcases;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;141.96000671386719;2;0;39.748798370361328
70;US-2019-155502;2019-01-26;2019-01-31;Standard Class;SD-20485;Shirley Daniels;Home Office;United States;Alexandria;Virginia;22304;South;FUR-FU-10001847;Furniture;Furnishings;Eldon Image Series Black Desk Accessories;12.420000076293945;3;0;4.4711999893188477
71;US-2019-155502;2019-01-26;2019-01-31;Standard Class;SD-20485;Shirley Daniels;Home Office;United States;Alexandria;Virginia;22304;South;FUR-FU-10004587;Furniture;Furnishings;GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack;62.819999694824219;3;0;30.78179931640625
72;US-2019-167997;2019-01-26;2019-01-29;First Class;CA-11965;Carol Adams;Corporate;United States;Rapid City;South Dakota;57701;Central;OFF-BI-10001758;Office Supplies;Binders;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;10.680000305175781;2;0;5.0195999145507813
73;US-2019-155502;2019-01-26;2019-01-31;Standard Class;SD-20485;Shirley Daniels;Home Office;United States;Alexandria;Virginia;22304;South;OFF-PA-10000380;Office Supplies;Paper;REDIFORM Incoming/Outgoing Call Register, 11" X 8 1/2", 100 Messages;16.680000305175781;2;0;8.3400001525878906
74;US-2019-155502;2019-01-26;2019-01-31;Standard Class;SD-20485;Shirley Daniels;Home Office;United States;Alexandria;Virginia;22304;South;OFF-PA-10003072;Office Supplies;Paper;Eureka Recycled Copy Paper 8 1/2" x 11", Ream;19.440000534057617;3;0;9.3311996459960938
75;US-2019-155502;2019-01-26;2019-01-31;Standard Class;SD-20485;Shirley Daniels;Home Office;United States;Alexandria;Virginia;22304;South;OFF-ST-10004337;Office Supplies;Storage;SAFCO Commercial Wire Shelving, 72h;489.92001342773438;8;0;0
76;US-2019-155502;2019-01-26;2019-01-31;Standard Class;SD-20485;Shirley Daniels;Home Office;United States;Alexandria;Virginia;22304;South;TEC-PH-10002103;Technology;Phones;Jabra SPEAK 410;187.97999572753906;2;0;52.6343994140625
77;US-2019-155502;2019-01-26;2019-01-31;Standard Class;SD-20485;Shirley Daniels;Home Office;United States;Alexandria;Virginia;22304;South;TEC-PH-10004833;Technology;Phones;Macally Suction Cup Mount;155.35000610351563;13;0;0
78;US-2019-117163;2019-01-27;2019-02-02;Standard Class;EJ-13720;Ed Jacobs;Consumer;United States;San Diego;California;92037;West;FUR-TA-10003469;Furniture;Tables;Balt Split Level Computer Training Table;333;3;0.20000000298023224;-16.649999618530273
79;US-2019-117163;2019-01-27;2019-02-02;Standard Class;EJ-13720;Ed Jacobs;Consumer;United States;San Diego;California;92037;West;OFF-AR-10003179;Office Supplies;Art;Dixon Ticonderoga Core-Lock Colored Pencils;36.439998626708984;4;0;12.025199890136719
80;US-2019-117163;2019-01-27;2019-02-02;Standard Class;EJ-13720;Ed Jacobs;Consumer;United States;San Diego;California;92037;West;OFF-ST-10003692;Office Supplies;Storage;Recycled Steel Personal File for Hanging File Folders;57.229999542236328;1;0;14.307499885559082
81;US-2019-100328;2019-01-28;2019-02-03;Standard Class;JC-15340;Jasper Cacioppo;Consumer;United States;New York City;New York;10024;East;OFF-BI-10000343;Office Supplies;Binders;Pressboard Covers with Storage Hooks, 9 1/2" x 11", Light Blue;3.9279999732971191;1;0.20000000298023224;1.325700044631958
82;US-2019-134103;2019-01-30;2019-02-04;Standard Class;MV-18190;Mike Vittorini;Consumer;United States;Detroit;Michigan;48234;Central;OFF-PA-10001204;Office Supplies;Paper;Xerox 1972;10.560000419616699;2;0;4.7519998550415039
83;US-2019-134103;2019-01-30;2019-02-04;Standard Class;MV-18190;Mike Vittorini;Consumer;United States;Detroit;Michigan;48234;Central;OFF-ST-10000991;Office Supplies;Storage;Space Solutions HD Industrial Steel Shelving.;229.94000244140625;2;0;6.8982000350952148
84;US-2019-115161;2019-01-31;2019-02-02;First Class;LC-17050;Liz Carlisle;Consumer;United States;Mission Viejo;California;92691;West;FUR-BO-10003966;Furniture;Bookcases;Sauder Facets Collection Library, Sky Alder Finish;290.66598510742188;2;0.15000000596046448;3.4196000099182129
85;US-2019-140795;2019-02-01;2019-02-03;First Class;BD-11500;Bradley Drucker;Consumer;United States;Green Bay;Wisconsin;54302;Central;TEC-AC-10001432;Technology;Accessories;Enermax Aurora Lite Keyboard;468.89999389648438;6;0;206.31599426269531
86;US-2019-123400;2019-02-02;2019-02-09;Standard Class;EB-13930;Eric Barreto;Consumer;United States;Saint Petersburg;Florida;33710;South;OFF-BI-10000666;Office Supplies;Binders;Surelock Post Binders;18.336000442504883;2;0.69999998807907104;-12.223999977111816
87;US-2019-139857;2019-02-02;2019-02-06;Standard Class;CD-12790;Cynthia Delaney;Home Office;United States;San Diego;California;92037;West;OFF-FA-10001843;Office Supplies;Fasteners;Staples;12.350000381469727;5;0;5.8045001029968262
88;US-2019-123400;2019-02-02;2019-02-09;Standard Class;EB-13930;Eric Barreto;Consumer;United States;Saint Petersburg;Florida;33710;South;TEC-PH-10002890;Technology;Phones;AT&T 17929 Lendline Telephone;180.96000671386719;5;0.20000000298023224;13.571999549865723
89;US-2019-111059;2019-02-03;2019-02-06;Second Class;TB-21400;Tom Boeckenhauer;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10002827;Office Supplies;Binders;Avery Durable Poly Binders;13.272000312805176;3;0.20000000298023224;4.3133997917175293
90;US-2019-111059;2019-02-03;2019-02-06;Second Class;TB-21400;Tom Boeckenhauer;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10004593;Office Supplies;Binders;Ibico Laser Imprintable Binding System Covers;83.839996337890625;2;0.20000000298023224;27.24799919128418
91;US-2019-104808;2019-02-04;2019-02-08;Second Class;MH-17440;Mark Haberlin;Corporate;United States;Escondido;California;92025;West;OFF-BI-10003676;Office Supplies;Binders;GBC Standard Recycled Report Covers, Clear Plastic Sheets;17.24799919128418;2;0.20000000298023224;6.0367999076843262
92;US-2019-107181;2019-02-04;2019-02-08;Standard Class;DB-13270;Deborah Brumfield;Home Office;United States;San Diego;California;92024;West;OFF-BI-10004230;Office Supplies;Binders;GBC Recycled Grain Textured Covers;82.896003723144531;3;0.20000000298023224;29.013599395751953
93;US-2019-107181;2019-02-04;2019-02-08;Standard Class;DB-13270;Deborah Brumfield;Home Office;United States;San Diego;California;92024;West;OFF-PA-10000350;Office Supplies;Paper;Message Book, Standard Line "While You Were Out", 5 1/2" X 4", 200 Sets/Book;34.240001678466797;4;0;16.092800140380859
94;US-2019-108182;2019-02-06;2019-02-10;Second Class;DL-13315;Delfina Latchford;Consumer;United States;Romeoville;Illinois;60441;Central;OFF-BI-10001196;Office Supplies;Binders;Avery Flip-Chart Easel Binder, Black;8.9519996643066406;2;0.80000001192092896;-14.77079963684082
95;US-2019-131905;2019-02-06;2019-02-09;First Class;ND-18460;Neil Ducich;Corporate;United States;Chesapeake;Virginia;23320;South;OFF-LA-10002787;Office Supplies;Labels;Avery 480;15;4;0;7.1999998092651367
96;US-2019-131905;2019-02-06;2019-02-09;First Class;ND-18460;Neil Ducich;Corporate;United States;Chesapeake;Virginia;23320;South;TEC-PH-10001615;Technology;Phones;AT&T CL82213;144.94999694824219;5;0;42.035499572753906
97;US-2019-131905;2019-02-06;2019-02-09;First Class;ND-18460;Neil Ducich;Corporate;United States;Chesapeake;Virginia;23320;South;TEC-PH-10003645;Technology;Phones;Aastra 57i VoIP phone;161.61000061035156;1;0;42.018600463867188
98;US-2019-169390;2019-02-07;2019-02-10;Second Class;CS-12250;Chris Selesnick;Corporate;United States;New York City;New York;10024;East;OFF-ST-10001558;Office Supplies;Storage;Acco Perma 4000 Stacking Storage Drawers;64.959999084472656;4;0;9.7440004348754883
99;US-2019-107755;2019-02-07;2019-02-12;Standard Class;CK-12760;Cyma Kinney;Corporate;United States;Linden;New Jersey;7036;East;TEC-AC-10000710;Technology;Accessories;Maxell DVD-RAM Discs;115.36000061035156;7;0;49.604801177978516
100;US-2019-125759;2019-02-08;2019-02-09;First Class;NM-18445;Nathan Mautz;Home Office;United States;North Las Vegas;Nevada;89031;West;FUR-FU-10002111;Furniture;Furnishings;Master Caster Door Stop, Large Brown;14.560000419616699;2;0;5.5328001976013184
101;US-2019-168368;2019-02-11;2019-02-15;Second Class;GA-14725;Guy Armstrong;Consumer;United States;Columbia;Missouri;65203;Central;FUR-CH-10001146;Furniture;Chairs;Global Value Mid-Back Manager's Chair, Gray;60.889999389648438;1;0;15.222499847412109
102;US-2019-168368;2019-02-11;2019-02-15;Second Class;GA-14725;Guy Armstrong;Consumer;United States;Columbia;Missouri;65203;Central;FUR-FU-10002298;Furniture;Furnishings;Rubbermaid ClusterMat Chairmats, Mat Size- 66" x 60", Lip 20" x 11" -90 Degree Angle;332.94000244140625;3;0;53.270401000976563
